 1  0  1  1     0.00     18.5      2.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     20.1      2.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     21.5      2.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     21.2      2.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     21.9      1.9  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.0      2.0  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     21.6      1.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.5      1.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.8      1.8  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.8      1.8  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.7      1.7  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     17.6      2.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     19.4      3.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     19.9      2.9  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     21.9      2.9  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.2      3.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     21.5      2.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.2      3.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.1      3.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.8      2.8  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.4      3.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.9      2.9  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     20.7      3.7  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.5      4.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.1      4.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.2      4.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.0      4.0  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.8      3.8  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.6      3.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.3      4.3  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.1      5.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.2      5.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.4      5.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.2      5.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.7      4.7  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.1      5.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.5      6.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.5      6.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.8      5.8  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.1      6.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2      6.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.1      7.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.5      7.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.4      7.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2      7.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2      7.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.9      6.9  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     25.4      7.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.6      6.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.2      8.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.3      8.3  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.8      7.8  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.6      7.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     25.1      8.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.3      9.3  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.4      9.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2      9.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.0      9.0  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.9      8.9  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     22.9      9.9  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.1     10.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.5     10.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.5     10.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     25.2     10.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.5     11.5  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.6     10.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2     11.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.3     11.3  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.4     12.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2     12.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.3     12.3  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.1     12.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.6     11.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.0     13.0  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.1     13.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.6     12.6  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.1     13.1  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     25.0     13.0  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.4     14.4  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     23.8     13.8  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2     14.2  8.000     0.00      0.0      0.0  0.000
 1  0  1  1     0.00     24.2     14.2  8.000     0.00      0.0      0.0  0.000
