id,lat_s,lat_e,lon_s,lon_e
"1",38.65500113,38.65496357,141.48361490,141.48472040
"1",38.65476769,38.65474354,141.48364710,141.48475530
"1",38.65437862,38.65434642,141.48344180,141.48478880
"1",38.65401369,38.65400564,141.48361360,141.48465200
"1",38.65361121,38.65366755,141.48365110,141.48481030
"1",38.65323287,38.65331336,141.48358410,141.48479690
"1",38.65285721,38.65294844,141.48363910,141.48478210
"1",38.65243862,38.65258889,141.48370080,141.48485730
"1",38.65203077,38.65215420,141.48368470,141.48483580
"1",38.65163096,38.65172488,141.48353440,141.48470970
"1",38.65126604,38.65126873,141.48341370,141.48472850
"1",38.65081526,38.65073744,141.48362030,141.48469630
"1",38.65717932,38.65724725,141.48581820,141.48701070
"1",38.65690761,38.65686610,141.48569750,141.48677680
"1",38.65610192,38.65614343,141.48574460,141.48688430
"1",38.65579248,38.65583587,141.48572200,141.48682200
"1",38.65533397,38.65533774,141.48576920,141.48684090
"1",38.65500188,38.65496037,141.48575790,141.48666730
"1",38.65476036,38.65474527,141.48581450,141.48676540
"1",38.65446978,38.65439808,141.48566350,141.48677680
"1",38.65413958,38.65415845,141.48570880,141.48672390
"1",38.65376598,38.65373202,141.48562580,141.48669750
"1",38.65561605,38.65561039,141.48581540,141.48679470
"1",38.67056190,38.67069776,141.47361490,141.47469420
"1",38.67030906,38.67046756,141.47361120,141.47470550
"1",38.67008264,38.67021849,141.47363380,141.47470930
"1",38.66987508,38.67003358,141.47366400,141.47475840
"1",38.66958451,38.66978829,141.47356210,141.47464890
"1",38.66937318,38.66954677,141.47371680,141.47472440
"1",38.66914676,38.66928261,141.47368660,141.47469800
"1",38.66890524,38.66906751,141.47366780,141.47470930
"1",38.66864108,38.66891656,141.47372440,141.47486400
"1",38.67108645,38.67124495,141.47514330,141.47626030
"1",38.67086758,38.67102985,141.47520370,141.47633580
"1",38.67062983,38.67068266,141.47526410,141.47635090
"1",38.67023359,38.67039963,141.47522250,141.47630940
"1",38.66998452,38.67017321,141.47536590,141.47647540
"1",38.66973546,38.66996943,141.47529800,141.47641130
"1",38.66955432,38.66977697,141.47534710,141.47655470
"1",38.66925619,38.66950149,141.47533950,141.47650560
"1",38.67143741,38.67165251,141.47669430,141.47784150
"1",38.67118834,38.67140344,141.47685660,141.47797740
"1",38.67097701,38.67117702,141.47713580,141.47816230
"1",38.67067889,38.67092795,141.47714340,141.47827550
"1",38.67048643,38.67069398,141.47726790,141.47841510
"1",38.67015811,38.67028642,141.47727170,141.47841510
"1",38.66879202,38.66908260,141.47696220,141.47807170
"1",38.66853919,38.66881844,141.47693960,141.47796600
"1",38.66829012,38.66856937,141.47701880,141.47806040
"1",38.66807879,38.66835427,141.47714710,141.47823400
"1",38.66784105,38.66809011,141.47726410,141.47824150
"1",38.66761462,38.66783538,141.47728110,141.47832640
"1",38.66745046,38.66760896,141.47736230,141.47825660
"1",38.66723536,38.66738254,141.47738110,141.47843780
"1",38.66701271,38.66717498,141.47753580,141.47862650
"1",38.66652024,38.66667119,141.47779620,141.47889440
"1",38.66625608,38.66642212,141.47770940,141.47884530
"1",38.66600701,38.66613532,141.47778110,141.47890950
"1",38.66584474,38.66597305,141.47800000,141.47910950
"1",38.66555417,38.66565228,141.47786420,141.47893970
"1",38.66528246,38.66540699,141.47804910,141.47901510
"1",38.66503717,38.66518057,141.47802640,141.47907170
"1",38.66479753,38.66495226,141.47807170,141.47921890
"1",38.66048039,38.66055775,141.47133750,141.47245260
"1",38.66074078,38.66085776,141.47136200,141.47245260
"1",38.66101815,38.66114079,141.47134690,141.47240550
"1",38.66126532,38.66142760,141.47120730,141.47237340
"1",38.66152760,38.66166723,141.47122620,141.47233560
"1",38.66178421,38.66192007,141.47115070,141.47234700
"1",38.66203705,38.66217668,141.47104880,141.47225640
"1",38.66224083,38.66239178,141.47093560,141.47203750
"1",38.66249745,38.66264085,141.47072430,141.47193940
"1",38.66284840,38.66296162,141.47072050,141.47184510
"1",38.66308615,38.66322955,141.47061480,141.47176580
"1",38.66336540,38.66352767,141.47215450,141.47326400
"1",38.66315785,38.66327861,141.47223380,141.47328290
"1",38.66291256,38.66300313,141.47235070,141.47332060
"1",38.66261443,38.66274274,141.47244130,141.47355460
"1",38.66235782,38.66253518,141.47246400,141.47356590
"1",38.66215781,38.66226725,141.47272250,141.47367720
"1",38.66189365,38.66198422,141.47279040,141.47374510
"1",38.66164081,38.66175402,141.47279790,141.47385080
"1",38.66132382,38.66147477,141.47285830,141.47396780
"1",38.66102192,38.66113702,141.47285830,141.47399990
"1",38.66073700,38.66090305,141.47280920,141.47395270
"1",38.66386165,38.66381636,141.47853400,141.47970380
"1",38.66361258,38.66363145,141.47866980,141.47982080
"1",38.66335220,38.66337484,141.47867740,141.47979060
"1",38.66312200,38.66318993,141.47869250,141.47986230
"1",38.66285784,38.66296350,141.47907170,141.48000390
"1",38.66259368,38.66272953,141.47896230,141.48006420
"1",38.66232574,38.66250499,141.47903780,141.48016240
"1",38.66214272,38.66227857,141.47929060,141.48040670
"1",38.66196346,38.66204649,141.47926700,141.48045010
"6",38.64664458,38.64654857,141.47827250,141.47950860
"6",38.64655258,38.64638056,141.47816450,141.47950460
"6",38.64648457,38.64614454,141.47800850,141.47936860
"6",38.64628855,38.64594053,141.47798050,141.47908060
"6",38.64618455,38.64577251,141.47788850,141.47899660
"6",38.64588852,38.64549249,141.47799250,141.47900460
"6",38.64576051,38.64524047,141.47783650,141.47890060
"6",38.64665258,38.64661258,141.47998470,141.48110470
"6",38.64641256,38.64638856,141.47992860,141.48115270
"6",38.64622455,38.64622455,141.47964060,141.48094070
"6",38.64604454,38.64597253,141.47965260,141.48075270
"6",38.64586052,38.64564850,141.47953660,141.48068870
"6",38.64577651,38.64552049,141.47952860,141.48065670
"6",38.64569651,38.64533248,141.47947660,141.48053270
"6",38.64555250,38.64510846,141.47936460,141.48037270
"6",38.64534448,38.64497245,141.47928060,141.48015670
"6",38.64515647,38.64470443,141.47931260,141.48039670
"6",38.64769266,38.64770067,141.48156080,141.48274890
"6",38.64796469,38.64793668,141.48154080,141.48245280
"6",38.64814870,38.64808870,141.48159680,141.48263290
"6",38.64829671,38.64818070,141.48159680,141.48268490
"6",38.64853673,38.64844072,141.48155280,141.48260490
"6",38.64650857,38.64651657,141.48179880,141.48307890
"6",38.64637656,38.64631256,141.48188280,141.48310690
"6",38.64603653,38.64603653,141.48196280,141.48307490
