id,lat_s,lat_e,lon_s,lon_e
"1",4278531.12600000,4278547.72400000,539514.87340000,539589.95590000
"1",4278709.16500000,4278729.16200000,539726.95430000,539832.55270000
"1",4278682.25700000,4278701.74500000,539737.26660000,539840.91060000
"1",4278650.88000000,4278673.82300000,539752.69050000,539848.09650000
"1",4278625.44600000,4278648.38900000,539758.29780000,539853.70420000
"1",4278603.00600000,4278623.98800000,539763.49890000,539866.35340000
"1",4278576.09200000,4278593.56200000,539772.63700000,539871.98610000
"2",4277982.06900000,4278019.73300000,538878.84260000,538975.16590000
"2",4277951.59200000,4277989.26300000,538874.29290000,538971.98680000
"2",4277874.35400000,4277918.77400000,538904.22840000,539003.84780000
"2",4277856.92400000,4277894.58300000,538913.31820000,539008.46840000
"2",4277781.63400000,4277806.38100000,538933.06540000,539042.37420000
"2",4277755.71300000,4277785.66500000,538941.41380000,539043.06280000
"1",4278256.73400000,4278284.67800000,539098.70040000,539197.61180000
"1",4278209.34000000,4278222.31500000,539105.97950000,539206.53110000
"1",4278164.95600000,4278177.91300000,539115.98450000,539213.01320000
"1",4278126.04000000,4278143.50000000,539121.26470000,539220.22930000
"1",4278076.15200000,4278093.09600000,539128.94780000,539224.39200000
"1",4278032.23200000,4278045.15300000,539131.90370000,539221.49550000
"1",4277993.37400000,4278008.75900000,539148.92910000,539231.85350000
"1",4277956.44200000,4277973.38800000,539151.45930000,539247.29630000
"1",4277907.00700000,4277922.96600000,539149.74420000,539247.93570000
"1",4277871.63400000,4277884.08500000,539164.79520000,539260.26380000
"1",4277817.22100000,4277830.20000000,539165.84520000,539267.18460000
"1",4277780.30800000,4277794.77700000,539172.29060000,539272.05710000
"1",4277739.44800000,4277759.86100000,539188.54350000,539278.49320000
"1",4277701.26000000,4277731.39100000,539189.51400000,539276.08840000
"1",4278292.31400000,4278313.76500000,539278.41810000,539376.18600000
"1",4278252.43700000,4278264.90100000,539291.14220000,539388.95500000
"1",4278207.56300000,4278223.98600000,539303.10810000,539393.85490000
"1",4278171.58300000,4278183.06400000,539296.23820000,539397.18880000
"1",4278122.71100000,4278133.18200000,539307.44090000,539406.04810000
"1",4278076.78100000,4278095.28200000,539307.66710000,539414.84830000
"1",4278044.88700000,4278062.33200000,539319.56940000,539415.01100000
"1",4278003.00500000,4278028.43000000,539330.73790000,539424.57460000
"1",4277961.11100000,4277982.53900000,539339.55760000,539432.63150000
"1",4277919.17500000,4277944.63100000,539339.76420000,539439.86590000
"1",4277872.77400000,4277898.71300000,539345.86560000,539442.44190000
"1",4277834.37300000,4277861.79800000,539354.27680000,539448.49700000
"1",4277798.47600000,4277817.41000000,539364.24170000,539457.72130000
"1",4277760.53400000,4277780.96700000,539364.42880000,539458.29290000
"1",4277717.12100000,4277740.08500000,539368.94960000,539469.84910000
"1",4278337.59800000,4278363.01000000,539450.84360000,539541.54410000
"1",4278292.70500000,4278322.61400000,539458.89540000,539550.35710000
"1",4278249.81500000,4278277.19300000,539468.11190000,539552.53970000
"1",4278207.36400000,4278236.79900000,539465.18980000,539561.74430000
"1",4278160.50100000,4278191.41600000,539478.73260000,539571.75670000
"1",4278120.03100000,4278154.02400000,539472.66870000,539582.12120000
"1",4278075.72100000,4278107.10100000,539497.55260000,539583.52830000
"1",4278030.31900000,4278069.20900000,539503.64990000,539593.89540000
"1",4277983.41600000,4278018.81100000,539508.97170000,539599.23500000
"1",4277941.01500000,4277978.92600000,539516.22870000,539610.39520000
"1",4277900.69800000,4277934.61000000,539541.09370000,539634.10580000
"1",4277856.20800000,4277892.63300000,539529.56860000,539626.09240000
"1",4277818.83100000,4277850.75100000,539543.06530000,539637.26280000
"1",4277773.37400000,4277797.38000000,539538.20070000,539647.31580000
"1",4277732.51200000,4277759.94900000,539553.67250000,539649.85080000
"1",4277696.17400000,4277704.63400000,539575.38640000,539670.48480000
"1",4277679.94900000,4277683.98100000,539575.46680000,539683.70350000
"1",4277666.45800000,4277666.20300000,539573.18450000,539672.82920000
"1",4277642.77700000,4277649.04900000,539579.95790000,539686.81360000
"1",4277628.28300000,4277631.07600000,539576.89750000,539686.90300000
"1",4277610.32700000,4277602.10600000,539580.31450000,539684.30630000
"1",4277534.36900000,4277528.68100000,539565.81280000,539677.23210000
"1",4277510.19500000,4277504.97000000,539573.95910000,539677.93720000
"1",4277421.80100000,4277420.77000000,539568.71990000,539662.69420000
"1",4278369.69600000,4278389.10900000,539631.35830000,539720.13030000
"1",4278333.24200000,4278351.23500000,539629.58190000,539734.02110000
"1",4278284.86800000,4278306.78700000,539640.39240000,539731.11040000
"1",4278244.95200000,4278267.36400000,539645.28860000,539734.83010000
"1",4278199.57100000,4278230.49000000,539655.69300000,539749.10760000
"1",4278155.13900000,4278187.55000000,539655.91380000,539748.14690000
"1",4278113.24300000,4278148.17600000,539664.34350000,539761.65410000
"1",4278075.87600000,4278109.27200000,539679.79790000,539769.28640000
"1",4278029.48900000,4278061.88900000,539688.64170000,539778.52720000
"1",4277983.61200000,4278007.53400000,539699.44060000,539791.32630000
"1",4277937.18000000,4277962.62600000,539699.28000000,539796.24830000
"1",4277889.80900000,4277917.19300000,539710.86950000,539796.08330000
"1",4277857.90200000,4277876.82300000,539720.03310000,539809.98760000
"1",4277808.48300000,4277840.89900000,539721.45350000,539814.47350000
"1",4277770.60100000,4277796.49900000,539733.77920000,539821.35070000
"1",4277729.69400000,4277755.11100000,539740.24710000,539831.34520000
"1",4277679.33000000,4277693.26600000,539752.24360000,539843.79110000
"1",4277632.92900000,4277662.34000000,539758.34760000,539849.42680000
"1",4278393.49500000,4278410.96000000,539798.79810000,539896.97500000
"1",4278353.11900000,4278375.07300000,539811.52720000,539908.89910000
"1",4278316.28800000,4278343.69700000,539834.41760000,539924.32420000
"1",4278267.37200000,4278290.31100000,539836.61920000,539931.24670000
"1",4278219.93800000,4278248.35700000,539835.68140000,539927.93310000
"1",4278189.05800000,4278215.97700000,539850.32110000,539942.18900000
"1",4278146.65700000,4278173.06000000,539857.57980000,539945.92730000
"1",4278106.79200000,4278132.21200000,539872.65600000,539964.14090000
"1",4278058.38700000,4278082.31000000,539877.20440000,539968.69730000
"1",4278017.47300000,4278043.86200000,539882.10690000,539967.71530000
"1",4277971.10400000,4277995.03900000,539894.47540000,539988.31830000
"1",4277924.15400000,4277951.08600000,539890.40340000,539984.62330000
"1",4277890.27400000,4277910.19100000,539904.27570000,539993.44150000
"1",4277856.33500000,4277875.28900000,539906.40300000,540002.62120000
"1",4277825.43300000,4277828.88900000,539916.73690000,540008.72650000
"1",4277765.54000000,4277792.98900000,539920.16860000,540017.91140000
"1",4277731.12000000,4277749.55300000,539925.82200000,540017.73760000
"1",4278440.75200000,4278471.26000000,539964.16200000,540074.40860000
"1",4278422.05400000,4278458.62800000,539968.95350000,540094.24220000
"1",4278394.94000000,4278434.65300000,539988.07660000,540092.01370000
"1",4278378.98900000,4278416.17700000,539993.05020000,540091.32350000
"1",4278350.33700000,4278392.74900000,540004.15550000,540098.68380000
"1",4278327.08900000,4278374.78600000,539997.61670000,540100.73150000
"1",4278296.18800000,4278337.88800000,540008.14610000,540109.92120000
"1",4278229.48100000,4278240.17200000,540026.33680000,540139.29220000
"1",4278162.57500000,4278177.09500000,540044.18420000,540148.71550000
"1",4278142.39300000,4278152.14100000,540057.12750000,540160.04870000
"1",4278125.78800000,4278136.36300000,540070.98690000,540160.82850000
"1",4278110.27300000,4278120.60900000,540064.52700000,540166.04460000
"1",4278086.16300000,4278094.74200000,540066.28250000,540173.64660000
"1",4278044.55100000,4278055.80100000,540080.96800000,540186.45130000
"1",4278482.33800000,4278506.66100000,540157.45340000,540257.26130000
"1",4278440.05500000,4278476.60000000,540156.96570000,540259.51430000
"1",4278410.64600000,4278435.25100000,540170.65580000,540267.42780000
"1",4278370.48300000,4278396.85600000,540177.39550000,540270.42330000
"1",4278334.78100000,4278354.96600000,540183.17890000,540288.84660000
"1",4278303.33600000,4278321.95300000,540206.45250000,540296.48480000
"1",4278262.01900000,4278277.95000000,540220.43650000,540309.31540000
"1",4278215.54400000,4278230.57600000,540215.53390000,540303.25040000
"1",4278170.89200000,4278191.63000000,540217.86030000,540315.12160000
"1",4278137.43100000,4278155.80700000,540225.03360000,540326.27670000
"1",4278094.58800000,4278116.79800000,540231.78740000,540325.53980000
"1",4278059.76100000,4278080.20800000,540233.83090000,540332.26250000
"1",4278839.42000000,4278853.59900000,540023.74500000,540119.86420000
"1",4278803.43300000,4278822.96300000,540032.09700000,540126.32200000
"1",4278776.38000000,4278796.77800000,540040.63780000,540129.72230000
"1",4278737.02900000,4278753.03300000,540031.02930000,540134.84520000
"1",4278711.82000000,4278725.09000000,540051.00120000,540143.85780000
"1",4278686.21900000,4278703.08400000,540052.29700000,540149.57190000
"1",4278667.77200000,4278684.06100000,540054.95790000,540156.20500000
"1",4278640.11600000,4278659.04300000,540062.10100000,540154.93000000
"1",4279118.67100000,4279133.15600000,540251.83950000,540348.88730000
"1",4279086.26900000,4279101.33300000,540262.50890000,540356.28560000
"1",4279055.33400000,4279068.93500000,540268.73510000,540367.65580000
"1",4279019.31300000,4279038.54600000,540270.08420000,540364.07410000
"1",4278993.72700000,4279011.76900000,540274.41570000,540368.17850000
"1",4278967.02800000,4278982.94800000,540293.92840000,540380.23120000
"1",4278941.17100000,4278954.61300000,540303.39770000,540370.80230000
"1",4278905.68800000,4278925.50500000,540293.53770000,540384.95770000
"1",4278878.28100000,4278899.01600000,540290.87440000,540387.19300000
"1",4278851.45700000,4278866.23100000,540285.64000000,540381.05520000
"1",4278823.18300000,4278838.84400000,540288.11740000,540382.36120000
"1",4278791.39200000,4278807.33500000,540301.81940000,540392.79340000
"1",4278758.97200000,4278774.90300000,540308.75390000,540397.39360000
"1",4278727.99900000,4278746.65800000,540307.50950000,540405.70820000
"1",4278698.84600000,4278714.49900000,540313.02660000,540405.40400000
"1",4278510.47300000,4278543.40200000,540334.05760000,540427.51700000
"1",4278475.11800000,4278504.48200000,540349.41260000,540444.52490000
"1",4278432.54200000,4278463.10400000,540350.09480000,540446.60240000
"1",4278391.47100000,4278417.95900000,540353.80480000,540469.01220000
"1",4278345.14900000,4278374.80100000,540379.02200000,540472.26640000
"1",4278301.12300000,4278328.42800000,540387.41680000,540487.44470000
"1",4278264.50400000,4278292.98300000,540388.30260000,540485.05610000
"1",4278226.43600000,4278248.95500000,540397.13430000,540492.98460000
"1",4278193.44600000,4278213.88700000,540409.20940000,540506.23800000
"1",4278144.91300000,4278174.65900000,540409.45500000,540521.14700000
"1",4278110.12600000,4278129.81000000,540419.43790000,540513.78620000
"1",4279009.42600000,4279021.82300000,540405.42840000,540501.32050000
"1",4278975.24700000,4278987.02500000,540417.74180000,540509.20160000
"1",4278946.37400000,4278962.35400000,540419.52230000,540517.49820000
"1",4278918.73300000,4278931.69500000,540429.46800000,540519.52160000
"1",4278889.25300000,4278905.20900000,540429.15040000,540522.22430000
"1",4278855.59200000,4278870.37200000,540426.28580000,540522.40120000
"1",4278822.25900000,4278838.23200000,540429.25640000,540525.83300000
"1",4278795.80400000,4278816.23500000,540438.26240000,540533.18240000
"1",4278766.04700000,4278787.97000000,540441.91530000,540537.52850000
"1",4278740.48400000,4278757.93000000,540450.68340000,540543.98490000
"1",4278711.61900000,4278731.75400000,540454.09840000,540549.25430000
"1",4278490.95400000,4278520.04100000,540565.88760000,540664.50250000
"1",4278453.04700000,4278474.78200000,540547.63500000,540664.49960000
"1",4278422.82100000,4278437.29200000,540576.27370000,540669.82730000
"1",4278371.64300000,4278394.76500000,540583.30500000,540680.08390000
"1",4278324.28700000,4278351.59000000,540580.74390000,540680.07040000
"1",4278287.01500000,4278315.55700000,540570.42640000,540679.08660000
"1",4278256.72300000,4278277.45800000,540585.99070000,540681.84920000
"1",4278212.35700000,4278234.61200000,540585.98280000,540687.90480000
"1",4278186.18300000,4278203.64500000,540591.48620000,540687.82920000
"1",4278158.74000000,4278166.70300000,540581.81910000,540683.81460000
"1",4278892.74200000,4278910.20300000,540559.17600000,540655.27700000
"1",4278863.57500000,4278879.29300000,540561.89240000,540666.40760000
"1",4278838.59100000,4278853.69200000,540567.15580000,540667.70540000
"1",4278809.87300000,4278827.33200000,540570.22020000,540665.85530000
"1",4278783.71000000,4278799.62300000,540578.05780000,540662.49430000
"1",4278755.45700000,4278772.31400000,540584.73880000,540678.97670000
"1",4278733.74400000,4278749.72300000,540589.28520000,540686.56300000
"1",4278376.75900000,4278377.25800000,540769.25050000,540866.84510000
"1",4278320.74900000,4278325.53800000,540762.99900000,540884.38800000
"1",4278282.97800000,4278289.43200000,540771.59750000,540869.16270000
"1",4278220.99900000,4278238.82900000,540762.57440000,540872.22370000
"1",4278201.96700000,4278219.82600000,540767.34140000,540882.59460000
"1",4278517.84700000,4278526.69300000,540934.30200000,541033.48640000
"1",4278486.58700000,4278497.52200000,540935.16280000,541035.27070000
"1",4278444.05700000,4278457.98200000,540944.72030000,541047.14820000
"1",4278402.65300000,4278413.90400000,540941.66390000,541045.27350000
"1",4278363.04800000,4278375.17200000,540940.93310000,541040.56950000
"1",4278321.06200000,4278336.74700000,540940.44800000,541037.73170000
"1",4278280.57900000,4278302.25800000,540942.75700000,541047.71560000
"1",4278246.06900000,4278267.72900000,540948.53780000,541049.76110000
"1",4278206.75200000,4278224.53400000,540945.93760000,541045.78040000
"2",4278096.66200000,4278121.32700000,540961.44600000,541068.02600000
"2",4278077.30100000,4278095.67700000,540960.14440000,541059.51870000
"2",4278043.65600000,4278065.58700000,540960.55050000,541056.40450000
"2",4278027.85800000,4278045.25500000,540957.12910000,541039.93090000
"2",4278012.37000000,4278026.48400000,540956.27460000,541037.45890000
"1",4278572.39200000,4278584.82000000,541118.93880000,541219.27120000
"1",4278537.85300000,4278544.33600000,541119.11670000,541221.34810000
"1",4278509.30800000,4278514.58500000,541126.73520000,541226.17140000
"1",4278468.90800000,4278483.08200000,541145.15510000,541237.54130000
"1",4278427.27100000,4278442.65800000,541154.70910000,541251.29230000
"1",4278391.53200000,4278408.69300000,541153.02550000,541247.26510000
"1",4278354.55100000,4278369.35400000,541141.54180000,541240.46380000
"1",4278323.64800000,4278328.29800000,541153.84250000,541247.21360000
"1",4278281.94300000,4278284.84300000,541150.08820000,541250.47350000
"1",4278249.46500000,4278253.25600000,541145.81930000,541245.73340000
"1",4278208.65800000,4278214.84300000,541142.99430000,541245.23150000
"1",4278580.84400000,4278589.03800000,541314.08470000,541401.36390000
"1",4278554.60300000,4278559.31500000,541306.74920000,541411.55770000
"1",4278521.27500000,4278523.61800000,541310.65740000,541418.04700000
"1",4278473.64600000,4278479.79100000,541313.00520000,541407.06720000
"1",4278436.71900000,4278437.53000000,541312.02890000,541411.02220000
"1",4278402.19600000,4278398.54500000,541315.24290000,541415.19370000
"1",4278354.26400000,4278358.07000000,541316.54170000,541419.02280000
"1",4278308.41900000,4278315.80700000,541318.41350000,541422.51090000
"1",4278269.47700000,4278270.32100000,541330.75650000,541436.05590000
"1",4278223.99300000,4278231.61800000,541344.76800000,541437.19080000
"2",4280222.23500000,4280240.55700000,540649.29240000,540709.54100000
"2",4280185.04500000,4280203.19600000,540654.96760000,540711.13230000
"2",4280168.35300000,4280180.00700000,540651.55110000,540718.02020000
"1",4280108.76700000,4280119.67800000,540644.85170000,540740.73790000
"1",4280086.50200000,4280094.38400000,540657.80410000,540743.66830000
"1",4280064.15100000,4280076.83200000,540654.18310000,540746.79260000
"1",4280044.73700000,4280056.31100000,540642.37670000,540751.56620000
"1",4280017.98700000,4280030.98500000,540651.85050000,540748.19400000
"1",4279989.77700000,4280009.85500000,540666.93430000,540750.40290000
"1",4279962.31700000,4279984.53900000,540653.76830000,540749.13150000
"1",4279935.52500000,4279958.62300000,540655.07200000,540746.92950000
"1",4279917.66500000,4279940.77300000,540656.09680000,540749.82200000
"1",4279887.60900000,4279913.74600000,540659.51810000,540763.26620000
"1",4280131.99800000,4280136.66900000,540791.79720000,540889.81580000
"1",4280105.82700000,4280113.44400000,540798.00030000,540889.93480000
"1",4280077.80100000,4280094.36700000,540790.67370000,540885.83080000
"1",4280055.79300000,4280075.33900000,540795.92180000,540891.53080000
"1",4280030.77800000,4280052.10500000,540795.11600000,540889.78240000
"1",4280010.52400000,4280031.25600000,540793.81900000,540888.48860000
"1",4279980.73500000,4280006.82600000,540791.17000000,540885.81260000
"1",4279962.90100000,4279986.01700000,540797.33060000,540892.45550000
"1",4279938.51400000,4279963.38800000,540803.05790000,540892.57150000
"1",4280155.38100000,4280156.62500000,540793.54510000,540862.05160000
"1",4278616.01500000,4278616.23800000,541493.33150000,541593.25960000
"1",4278544.39600000,4278545.79500000,541491.60250000,541588.72360000
"1",4278499.55600000,4278511.11300000,541514.95040000,541618.55660000
"1",4278465.03700000,4278477.61700000,541518.86570000,541618.96470000
"1",4278417.93400000,4278427.37000000,541507.78670000,541604.40040000
"1",4278372.12700000,4278375.57600000,541516.89740000,541607.47220000
"1",4278326.26100000,4278322.01300000,541514.80110000,541613.82210000
"1",4278283.99300000,4278287.45200000,541517.35590000,541609.79950000
"1",4278232.17600000,4278236.81600000,541515.75750000,541606.32760000
"1",4278642.76800000,4278651.59100000,541684.52820000,541777.40660000
"1",4278580.22800000,4278583.11300000,541682.52000000,541778.69890000
"1",4278537.97000000,4278539.10500000,541686.94340000,541790.13640000
"1",4278489.73200000,4278492.65900000,541686.72840000,541790.84660000
"1",4278454.00300000,4278449.75900000,541686.91500000,541786.40150000
"1",4278414.70500000,4278409.28700000,541688.05420000,541790.81610000
"1",4278359.36800000,4278361.66500000,541696.74880000,541794.33430000
"1",4278314.15900000,4278319.74300000,541706.32450000,541806.22820000
"1",4278282.00300000,4278280.69900000,541706.72600000,541798.96110000
"1",4278247.76300000,4278244.43000000,541707.13840000,541809.89160000
"1",4278199.50400000,4278202.75900000,541702.72070000,541812.67820000
"4",4278822.23600000,4278831.04000000,541868.50190000,541957.40900000
"4",4278782.43100000,4278788.15700000,541886.45480000,541956.35030000
"4",4278733.24500000,4278745.31700000,541875.73950000,541963.22960000
"4",4278685.80200000,4278689.00400000,541856.84330000,541956.28790000
"4",4278640.28300000,4278642.29700000,541864.08640000,541964.00480000
"4",4278603.09500000,4278608.65600000,541870.11850000,541965.11560000
"1",4278555.76100000,4278558.08800000,541871.76770000,541974.72070000
"1",4278517.93000000,4278519.41900000,541868.69740000,541982.16210000
"1",4278468.85100000,4278475.91900000,541878.52770000,541977.02070000
"1",4278425.34100000,4278432.99700000,541871.28450000,541968.37400000
"1",4278389.00800000,4278393.71600000,541870.07410000,541972.78330000
"1",4278333.98000000,4278344.04700000,541880.86980000,541983.31800000
"1",4278294.94300000,4278298.15900000,541875.00390000,541977.02170000
"1",4278254.16000000,4278250.83200000,541876.85230000,541980.07240000
"1",4278211.55100000,4278213.95800000,541871.00500000,541989.13900000
"1",4278163.96400000,4278166.59600000,541881.29480000,541985.65230000
"1",4278121.96600000,4278123.07000000,541878.71330000,541975.37400000
"4",4278725.34800000,4278734.51700000,542072.71840000,542173.99870000
"4",4278676.96600000,4278685.85700000,542073.32360000,542178.34170000
"4",4278644.78700000,4278650.11500000,542069.29060000,542176.19580000
"4",4278603.75200000,4278600.09100000,542079.78010000,542175.99320000
"4",4278577.86200000,4278575.69100000,542082.71830000,542179.15740000
"1",4278534.59500000,4278531.64000000,542065.08510000,542182.30870000
"1",4278494.18000000,4278493.76300000,542080.24100000,542170.60130000
"1",4278449.53500000,4278456.32000000,542083.74520000,542184.57470000
"1",4278407.52100000,4278417.01100000,542078.12960000,542183.61500000
"1",4278365.86200000,4278376.51000000,542083.13570000,542182.54490000
"1",4278319.44100000,4278336.64700000,542088.75070000,542189.29320000
"1",4278274.17600000,4278288.40100000,542087.58840000,542187.68030000
"1",4278229.74300000,4278240.70400000,542074.74720000,542176.95840000
"1",4278189.19400000,4278190.09500000,542064.45380000,542178.86020000
"1",4278139.26700000,4278131.12600000,542082.69590000,542176.36990000
"1",4278846.46800000,4278854.55600000,542270.21350000,542373.93120000
"1",4278816.26200000,4278812.15400000,542259.86600000,542353.79820000
"1",4278726.88000000,4278732.01200000,542264.44390000,542363.58180000
"1",4278692.53200000,4278697.85500000,542262.65560000,542358.34510000
"1",4278641.67500000,4278642.58900000,542267.02940000,542360.28030000
"1",4278604.82000000,4278600.63300000,542266.23950000,542345.39810000
"1",4278578.04600000,4278576.80900000,542271.30680000,542354.06200000
"1",4278545.73200000,4278538.28900000,542258.34320000,542355.25160000
"1",4278509.11200000,4278511.67400000,542262.47760000,542350.79560000
"1",4278467.61700000,4278464.34300000,542255.47310000,542348.74820000
"1",4278672.99800000,4278672.82200000,542270.88600000,542356.09730000
"1",4280325.92000000,4280341.48100000,541200.75140000,541294.56320000
"1",4280297.86200000,4280315.94200000,541200.56800000,541295.68030000
